row_id,raw_label,raw_timestamp,source_file,ingest_ts,batch_id,quality_label_raw,quality_label_binary,event_ts
42,-1,28/07/2008 23:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-28 23:57:00+00:00
43,-1,29/07/2008 04:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 04:08:00+00:00
44,-1,29/07/2008 05:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 05:16:00+00:00
45,-1,29/07/2008 06:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 06:19:00+00:00
46,1,29/07/2008 08:23:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-29 08:23:00+00:00
47,-1,29/07/2008 11:47:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 11:47:00+00:00
48,-1,29/07/2008 15:41:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 15:41:00+00:00
49,1,29/07/2008 15:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-29 15:49:00+00:00
50,1,29/07/2008 17:05:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-29 17:05:00+00:00
51,1,29/07/2008 18:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-29 18:08:00+00:00
52,-1,29/07/2008 21:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 21:07:00+00:00
53,-1,29/07/2008 23:14:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 23:14:00+00:00
54,-1,29/07/2008 23:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-29 23:19:00+00:00
55,-1,30/07/2008 06:30:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-30 06:30:00+00:00
56,-1,30/07/2008 07:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-30 07:08:00+00:00
57,-1,30/07/2008 12:02:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-30 12:02:00+00:00
58,1,30/07/2008 12:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-30 12:29:00+00:00
59,1,30/07/2008 21:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-30 21:16:00+00:00
60,-1,31/07/2008 13:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-31 13:57:00+00:00
61,-1,31/07/2008 15:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-31 15:36:00+00:00
62,-1,31/07/2008 17:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-07-31 17:07:00+00:00
63,1,31/07/2008 20:18:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-07-31 20:18:00+00:00
64,-1,01/08/2008 02:02:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 02:02:00+00:00
65,1,01/08/2008 05:52:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-01 05:52:00+00:00
66,-1,01/08/2008 10:20:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 10:20:00+00:00
67,-1,01/08/2008 10:26:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 10:26:00+00:00
68,-1,01/08/2008 11:28:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 11:28:00+00:00
69,-1,01/08/2008 12:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 12:29:00+00:00
70,-1,01/08/2008 14:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 14:07:00+00:00
71,-1,01/08/2008 15:10:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-01 15:10:00+00:00
72,-1,02/08/2008 03:39:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-02 03:39:00+00:00
73,-1,03/08/2008 13:09:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 13:09:00+00:00
74,-1,03/08/2008 14:06:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 14:06:00+00:00
75,-1,03/08/2008 14:25:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 14:25:00+00:00
76,-1,03/08/2008 15:03:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 15:03:00+00:00
77,-1,03/08/2008 15:27:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 15:27:00+00:00
78,-1,03/08/2008 16:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 16:00:00+00:00
79,-1,03/08/2008 17:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 17:00:00+00:00
80,-1,03/08/2008 17:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 17:58:00+00:00
81,-1,03/08/2008 20:23:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 20:23:00+00:00
82,-1,03/08/2008 22:52:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-03 22:52:00+00:00
83,1,04/08/2008 00:39:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-04 00:39:00+00:00
84,-1,04/08/2008 03:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 03:45:00+00:00
85,-1,04/08/2008 03:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 03:49:00+00:00
86,-1,04/08/2008 13:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 13:19:00+00:00
87,-1,04/08/2008 14:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 14:04:00+00:00
88,-1,04/08/2008 14:31:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 14:31:00+00:00
89,-1,04/08/2008 15:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 15:29:00+00:00
90,-1,04/08/2008 16:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 16:15:00+00:00
91,-1,04/08/2008 16:31:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 16:31:00+00:00
92,-1,04/08/2008 17:11:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 17:11:00+00:00
93,-1,04/08/2008 17:46:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 17:46:00+00:00
94,-1,04/08/2008 18:24:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 18:24:00+00:00
95,-1,04/08/2008 19:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 19:58:00+00:00
96,-1,04/08/2008 20:32:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 20:32:00+00:00
97,1,04/08/2008 20:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-04 20:58:00+00:00
98,-1,04/08/2008 21:43:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 21:43:00+00:00
99,-1,04/08/2008 22:51:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 22:51:00+00:00
100,-1,04/08/2008 23:33:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-04 23:33:00+00:00
101,-1,05/08/2008 00:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 00:04:00+00:00
102,-1,05/08/2008 01:12:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 01:12:00+00:00
103,-1,05/08/2008 02:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 02:15:00+00:00
104,-1,05/08/2008 02:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 02:36:00+00:00
105,-1,05/08/2008 02:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 02:45:00+00:00
106,-1,05/08/2008 03:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 03:17:00+00:00
107,-1,05/08/2008 03:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 03:36:00+00:00
108,-1,05/08/2008 03:54:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 03:54:00+00:00
109,-1,05/08/2008 04:32:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 04:32:00+00:00
110,-1,05/08/2008 04:35:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 04:35:00+00:00
111,-1,05/08/2008 05:11:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 05:11:00+00:00
112,-1,05/08/2008 06:10:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 06:10:00+00:00
113,-1,05/08/2008 06:11:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 06:11:00+00:00
114,-1,05/08/2008 06:21:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 06:21:00+00:00
115,-1,05/08/2008 07:12:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 07:12:00+00:00
116,1,05/08/2008 07:12:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-05 07:12:00+00:00
117,-1,05/08/2008 07:48:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 07:48:00+00:00
118,-1,05/08/2008 08:50:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 08:50:00+00:00
119,-1,05/08/2008 09:48:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 09:48:00+00:00
120,-1,05/08/2008 14:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 14:17:00+00:00
121,-1,05/08/2008 14:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 14:45:00+00:00
122,-1,05/08/2008 15:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 15:45:00+00:00
123,-1,05/08/2008 20:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 20:04:00+00:00
124,-1,05/08/2008 21:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 21:07:00+00:00
125,-1,05/08/2008 21:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 21:22:00+00:00
126,-1,05/08/2008 23:02:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 23:02:00+00:00
127,-1,05/08/2008 23:06:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 23:06:00+00:00
128,-1,05/08/2008 23:38:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-05 23:38:00+00:00
129,-1,06/08/2008 00:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 00:04:00+00:00
130,-1,06/08/2008 02:20:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 02:20:00+00:00
131,-1,06/08/2008 03:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 03:22:00+00:00
132,1,06/08/2008 05:40:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-06 05:40:00+00:00
133,-1,06/08/2008 09:56:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 09:56:00+00:00
134,-1,06/08/2008 09:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 09:57:00+00:00
135,-1,06/08/2008 12:33:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 12:33:00+00:00
136,-1,06/08/2008 13:35:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 13:35:00+00:00
137,-1,06/08/2008 17:35:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 17:35:00+00:00
138,-1,06/08/2008 18:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 18:00:00+00:00
139,-1,06/08/2008 18:34:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 18:34:00+00:00
140,-1,06/08/2008 19:13:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 19:13:00+00:00
141,-1,06/08/2008 19:24:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 19:24:00+00:00
142,-1,06/08/2008 20:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 20:00:00+00:00
143,-1,06/08/2008 20:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 20:17:00+00:00
144,-1,06/08/2008 21:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 21:15:00+00:00
145,-1,06/08/2008 22:27:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 22:27:00+00:00
146,-1,06/08/2008 23:40:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 23:40:00+00:00
147,-1,06/08/2008 23:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-06 23:45:00+00:00
148,-1,07/08/2008 00:51:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 00:51:00+00:00
149,-1,07/08/2008 07:30:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 07:30:00+00:00
150,-1,07/08/2008 08:21:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 08:21:00+00:00
151,-1,07/08/2008 08:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 08:45:00+00:00
152,-1,07/08/2008 08:55:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 08:55:00+00:00
153,-1,07/08/2008 10:12:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 10:12:00+00:00
154,-1,07/08/2008 11:10:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-07 11:10:00+00:00
155,1,07/08/2008 11:40:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-07 11:40:00+00:00
156,-1,08/08/2008 04:55:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 04:55:00+00:00
157,-1,08/08/2008 07:26:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 07:26:00+00:00
158,1,08/08/2008 08:44:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-08 08:44:00+00:00
159,1,08/08/2008 12:37:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-08 12:37:00+00:00
160,-1,08/08/2008 20:21:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 20:21:00+00:00
161,-1,08/08/2008 21:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 21:22:00+00:00
162,-1,08/08/2008 21:53:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 21:53:00+00:00
163,-1,08/08/2008 22:06:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 22:06:00+00:00
164,-1,08/08/2008 22:25:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-08 22:25:00+00:00
165,-1,09/08/2008 02:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 02:15:00+00:00
166,-1,09/08/2008 02:37:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 02:37:00+00:00
167,-1,09/08/2008 06:05:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 06:05:00+00:00
168,1,09/08/2008 09:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-09 09:16:00+00:00
169,-1,09/08/2008 09:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 09:22:00+00:00
170,1,09/08/2008 11:42:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-09 11:42:00+00:00
171,-1,09/08/2008 17:34:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 17:34:00+00:00
172,-1,09/08/2008 19:03:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 19:03:00+00:00
173,-1,09/08/2008 20:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 20:04:00+00:00
174,-1,09/08/2008 21:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 21:07:00+00:00
175,-1,09/08/2008 22:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 22:15:00+00:00
176,-1,09/08/2008 22:37:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 22:37:00+00:00
177,-1,09/08/2008 23:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 23:17:00+00:00
178,-1,09/08/2008 23:34:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-09 23:34:00+00:00
179,-1,10/08/2008 00:09:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 00:09:00+00:00
180,-1,10/08/2008 00:46:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 00:46:00+00:00
181,1,10/08/2008 06:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-10 06:00:00+00:00
182,-1,10/08/2008 06:41:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 06:41:00+00:00
183,1,10/08/2008 07:01:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-10 07:01:00+00:00
184,-1,10/08/2008 11:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 11:16:00+00:00
185,-1,10/08/2008 11:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 11:49:00+00:00
186,-1,10/08/2008 12:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 12:22:00+00:00
187,1,10/08/2008 15:59:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,1,1,2008-08-10 15:59:00+00:00
188,-1,10/08/2008 19:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200,-1,0,2008-08-10 19:07:00+00:00
